timestamp,open,high,low,close,volume
2026-07-10T09:30:00-04:00,201.98,203.76,201.92,203.5601,1379832.313325
2026-07-10T09:31:00-04:00,203.57,203.98,203.05,203.49,358529.80379
2026-07-10T09:32:00-04:00,203.53,204.31,203.45,204.093,350345.601837
2026-07-10T09:33:00-04:00,204.09,204.18,203.46,204.11,288181.057437
2026-07-10T09:34:00-04:00,204.07,204.4,203.82,204.145,283248.038412
2026-07-10T09:35:00-04:00,204.11,204.97,203.94,204.6639,326597.894405
2026-07-10T09:36:00-04:00,204.688,204.76,203.82,204.71,296415.129791
2026-07-10T09:37:00-04:00,204.725,204.99,204.4,204.4,295289.205854
2026-07-10T09:38:00-04:00,204.345,204.37,203.695,203.93,267976.594981
2026-07-10T09:39:00-04:00,203.965,204.075,203.415,203.575,218309.781884
2026-07-10T09:40:00-04:00,203.5485,203.78,203.1,203.19,244481.632573
2026-07-10T09:41:00-04:00,203.1738,204.025,203.15,203.97,213545.0
2026-07-10T09:42:00-04:00,203.985,204.7,203.91,204.585,273796.686274
2026-07-10T09:43:00-04:00,204.51,204.82,204.22,204.81,261423.0
2026-07-10T09:44:00-04:00,204.818,204.99,204.56,204.62,269100.0
2026-07-10T09:45:00-04:00,204.64,204.94,204.39,204.57,246825.476074
2026-07-10T09:46:00-04:00,204.55,205.67,204.38,205.47,512561.076217
2026-07-10T09:47:00-04:00,205.44,205.47,205.02,205.46,271246.208593
2026-07-10T09:48:00-04:00,205.4404,206.07,205.4404,205.83,507394.757189
2026-07-10T09:49:00-04:00,205.8395,206.48,205.82,206.415,452902.301985
2026-07-10T09:50:00-04:00,206.415,206.7387,206.11,206.405,433115.811822
2026-07-10T09:51:00-04:00,206.38,206.45,205.84,205.865,267302.24689
2026-07-10T09:52:00-04:00,205.85,206.05,205.72,205.97,235263.0
2026-07-10T09:53:00-04:00,205.98,206.5,205.94,206.33,236932.947069
2026-07-10T09:54:00-04:00,206.33,206.64,206.0115,206.345,263639.168306
2026-07-10T09:55:00-04:00,206.355,206.46,205.94,206.01,217974.093155
2026-07-10T09:56:00-04:00,205.98,206.47,205.78,206.42,269360.0
2026-07-10T09:57:00-04:00,206.42,206.605,206.0901,206.495,235338.0
2026-07-10T09:58:00-04:00,206.5,207.215,206.45,206.9733,410349.90741
2026-07-10T09:59:00-04:00,206.97,207.44,206.76,207.3315,446736.319005
2026-07-10T10:00:00-04:00,207.33,207.46,207.18,207.32,350762.579481
2026-07-10T10:01:00-04:00,207.32,207.7599,207.21,207.7599,390335.608873
2026-07-10T10:02:00-04:00,207.75,207.85,207.53,207.7694,345043.975093
2026-07-10T10:03:00-04:00,207.7401,208.02,207.55,207.74,470642.598126
2026-07-10T10:04:00-04:00,207.73,207.79,207.09,207.15,290263.3
2026-07-10T10:05:00-04:00,207.16,207.23,206.3501,206.4652,339814.422809
2026-07-10T10:06:00-04:00,206.465,206.72,206.26,206.2656,241673.129116
2026-07-10T10:07:00-04:00,206.31,206.38,205.9,206.1601,269419.935005
2026-07-10T10:08:00-04:00,206.14,206.48,206.0446,206.395,208242.598941
2026-07-10T10:09:00-04:00,206.4,207.0899,206.34,207.055,288571.605764
2026-07-10T10:10:00-04:00,207.04,207.185,206.69,207.145,270210.115642
2026-07-10T10:11:00-04:00,207.15,207.6,207.04,207.45,293251.811896
2026-07-10T10:12:00-04:00,207.46,207.64,207.3,207.64,211798.13205
2026-07-10T10:13:00-04:00,207.63,208.14,207.62,208.1,370673.638324
2026-07-10T10:14:00-04:00,208.09,208.13,207.8404,208.015,264030.819287
2026-07-10T10:15:00-04:00,208.02,208.05,207.31,207.56,308143.709464
2026-07-10T10:16:00-04:00,207.56,207.74,207.4,207.44,166875.388692
2026-07-10T10:17:00-04:00,207.475,207.67,207.2509,207.5488,195466.126543
2026-07-10T10:18:00-04:00,207.5492,207.66,207.27,207.2915,134100.602774
2026-07-10T10:19:00-04:00,207.29,207.3058,206.82,206.9451,184446.0
2026-07-10T10:20:00-04:00,206.96,207.0578,206.76,206.83,128813.331521
2026-07-10T10:21:00-04:00,206.84,206.855,206.2801,206.395,183257.0
2026-07-10T10:22:00-04:00,206.39,206.78,206.24,206.6801,232124.0
2026-07-10T10:23:00-04:00,206.6999,206.84,206.508,206.84,130725.0
2026-07-10T10:24:00-04:00,206.83,206.97,206.6105,206.79,150569.557339
2026-07-10T10:25:00-04:00,206.771,206.9199,206.56,206.9199,130690.173601
2026-07-10T10:26:00-04:00,206.9,207.09,206.8,206.91,182276.389133
2026-07-10T10:27:00-04:00,206.91,207.45,206.91,207.4199,163515.127226
2026-07-10T10:28:00-04:00,207.4057,207.58,207.33,207.5394,149911.951801
2026-07-10T10:29:00-04:00,207.54,207.55,207.23,207.3,144049.235385
2026-07-10T10:30:00-04:00,207.29,207.555,207.082,207.555,158593.66032
2026-07-10T10:31:00-04:00,207.555,207.66,207.37,207.6,149765.0
2026-07-10T10:32:00-04:00,207.6,207.84,206.413,206.44,344382.0
2026-07-10T10:33:00-04:00,206.45,206.893,205.72,206.875,418986.996459
2026-07-10T10:34:00-04:00,206.885,207.5,206.11,207.205,205199.085794
2026-07-10T10:35:00-04:00,207.23,207.71,207.16,207.395,197309.290142
2026-07-10T10:36:00-04:00,207.41,207.6799,207.26,207.6405,169698.122855
2026-07-10T10:37:00-04:00,207.648,207.73,207.12,207.312,190030.727236
2026-07-10T10:38:00-04:00,207.359,207.45,207.095,207.365,160804.0
2026-07-10T10:39:00-04:00,207.37,207.56,207.22,207.365,102691.0
2026-07-10T10:40:00-04:00,207.365,207.4499,207.23,207.415,61501.0
2026-07-10T10:41:00-04:00,207.42,207.42,207.1345,207.2199,91225.0
2026-07-10T10:42:00-04:00,207.205,207.46,207.16,207.23,110123.0
2026-07-10T10:43:00-04:00,207.23,207.2996,206.8503,206.875,115247.607041
2026-07-10T10:44:00-04:00,206.865,207.005,206.68,206.91,99994.069
2026-07-10T10:45:00-04:00,206.91,207.01,206.6,206.7874,114599.708274
2026-07-10T10:46:00-04:00,206.77,206.87,206.56,206.5705,101902.0
2026-07-10T10:47:00-04:00,206.6,206.85,206.6,206.7791,104423.726896
2026-07-10T10:48:00-04:00,206.775,206.9,206.72,206.7899,94077.69871
2026-07-10T10:49:00-04:00,206.795,207.01,206.77,206.9499,99699.277571
2026-07-10T10:50:00-04:00,206.95,207.04,206.75,206.81,129206.401845
2026-07-10T10:51:00-04:00,206.81,207.1,206.71,207.06,118086.144088
2026-07-10T10:52:00-04:00,207.04,207.21,206.9201,206.99,83746.021784
2026-07-10T10:53:00-04:00,206.975,207.0,206.55,206.671,119170.374098
2026-07-10T10:54:00-04:00,206.67,206.71,206.39,206.42,145652.0
2026-07-10T10:55:00-04:00,206.43,206.54,206.0701,206.0701,157063.021784
2026-07-10T10:56:00-04:00,206.0801,206.29,205.94,206.11,183862.850066
2026-07-10T10:57:00-04:00,206.1,206.56,206.08,206.53,185307.38266
2026-07-10T10:58:00-04:00,206.53,206.57,206.15,206.1984,154242.191158
2026-07-10T10:59:00-04:00,206.18,206.28,206.081,206.1,127533.0
2026-07-10T11:00:00-04:00,206.11,206.25,205.945,206.13,155947.578001
2026-07-10T11:01:00-04:00,206.14,206.2,205.96,206.11,135311.3175
2026-07-10T11:02:00-04:00,206.1003,206.3199,206.06,206.16,133910.0
2026-07-10T11:03:00-04:00,206.17,206.21,205.8745,206.07,148818.3
2026-07-10T11:04:00-04:00,206.08,206.12,205.88,206.03,114002.248447
2026-07-10T11:05:00-04:00,206.03,206.42,205.885,206.15,202898.95321
2026-07-10T11:06:00-04:00,206.15,206.3799,206.0181,206.22,132187.0
2026-07-10T11:07:00-04:00,206.215,206.7899,206.215,206.7407,153861.688403
2026-07-10T11:08:00-04:00,206.76,206.95,206.73,206.8058,149676.007
2026-07-10T11:09:00-04:00,206.79,207.18,206.73,207.15,142819.0
2026-07-10T11:10:00-04:00,207.17,207.24,207.09,207.1509,161132.399488
2026-07-10T11:11:00-04:00,207.15,207.35,207.0845,207.3008,134739.326434
2026-07-10T11:12:00-04:00,207.315,207.42,207.24,207.305,154044.447808
2026-07-10T11:13:00-04:00,207.28,207.41,207.0809,207.16,119898.641281
2026-07-10T11:14:00-04:00,207.16,207.29,207.12,207.2,95359.910766
2026-07-10T11:15:00-04:00,207.2,207.63,207.2,207.55,200980.064515
2026-07-10T11:16:00-04:00,207.5629,207.95,207.51,207.765,241661.427649
2026-07-10T11:17:00-04:00,207.76,207.88,207.6905,207.73,151355.277224
2026-07-10T11:18:00-04:00,207.73,207.88,207.4,207.57,188935.0
2026-07-10T11:19:00-04:00,207.57,207.791,207.39,207.78,134870.0
2026-07-10T11:20:00-04:00,207.79,207.937,207.69,207.925,141188.0
2026-07-10T11:21:00-04:00,207.94,208.26,207.9208,208.24,399929.086519
2026-07-10T11:22:00-04:00,208.2499,208.29,207.91,207.915,206415.0
2026-07-10T11:23:00-04:00,207.905,208.06,207.77,208.0399,162911.926887
2026-07-10T11:24:00-04:00,208.025,208.29,208.0213,208.26,184030.659818
2026-07-10T11:25:00-04:00,208.28,208.485,208.221,208.36,314052.995392
2026-07-10T11:26:00-04:00,208.36,208.58,208.24,208.58,258256.902883
2026-07-10T11:27:00-04:00,208.58,208.72,208.48,208.72,199245.518301
2026-07-10T11:28:00-04:00,208.71,208.78,208.655,208.72,212207.156684
2026-07-10T11:29:00-04:00,208.72,208.8,208.51,208.57,196161.786556
2026-07-10T11:30:00-04:00,208.59,208.67,208.53,208.59,132792.569538
2026-07-10T11:31:00-04:00,208.6098,208.625,208.38,208.52,175703.098946
2026-07-10T11:32:00-04:00,208.53,208.695,208.53,208.63,123221.0
2026-07-10T11:33:00-04:00,208.62,208.72,208.54,208.66,132112.0
2026-07-10T11:34:00-04:00,208.66,208.79,208.56,208.78,112764.386385
2026-07-10T11:35:00-04:00,208.79,208.85,208.48,208.59,213559.161231
2026-07-10T11:36:00-04:00,208.59,208.63,208.46,208.52,105629.577175
2026-07-10T11:37:00-04:00,208.5101,208.87,208.485,208.85,133682.127226
2026-07-10T11:38:00-04:00,208.85,209.4794,208.85,209.145,556300.543744
2026-07-10T11:39:00-04:00,209.14,209.24,208.94,209.23,274126.7348
