timestamp,open,high,low,close,volume
2026-07-10T09:30:00-04:00,165.77,166.18,164.63,165.1,37750.256074
2026-07-10T09:31:00-04:00,165.18,165.25,164.655,165.15,3457.0
2026-07-10T09:32:00-04:00,165.35,165.35,164.92,165.135,12375.346009
2026-07-10T09:33:00-04:00,165.235,165.47,164.84,165.196,6674.0
2026-07-10T09:34:00-04:00,164.94,165.04,164.65,164.805,12101.80588
2026-07-10T09:35:00-04:00,164.61,165.29,164.61,165.29,5790.0
2026-07-10T09:36:00-04:00,165.31,165.9,165.19,165.7,47972.0
2026-07-10T09:37:00-04:00,165.8,166.0599,165.3038,165.8,19354.0
2026-07-10T09:38:00-04:00,165.875,166.03,165.665,165.79,13946.037879
2026-07-10T09:39:00-04:00,165.78,166.06,165.755,166.0,10921.0
2026-07-10T09:40:00-04:00,166.0158,166.13,165.945,165.98,28268.0
2026-07-10T09:41:00-04:00,166.0,166.13,165.445,165.55,16344.0
2026-07-10T09:42:00-04:00,165.545,166.15,165.545,165.615,12727.0
2026-07-10T09:43:00-04:00,165.68,165.85,165.49,165.85,7908.0
2026-07-10T09:44:00-04:00,165.895,166.04,165.8,165.8,14316.0
2026-07-10T09:45:00-04:00,165.8,165.8,165.4401,165.55,11830.0
2026-07-10T09:46:00-04:00,165.4851,165.58,165.07,165.105,6556.991552
2026-07-10T09:47:00-04:00,165.0005,165.17,164.86,165.0,18719.0
2026-07-10T09:48:00-04:00,164.86,165.175,164.72,165.175,4228.0
2026-07-10T09:49:00-04:00,164.95,165.0,164.745,164.745,1800.0
2026-07-10T09:50:00-04:00,164.75,164.75,164.33,164.425,4553.0
2026-07-10T09:51:00-04:00,164.33,164.505,164.28,164.3,12465.0
2026-07-10T09:52:00-04:00,164.335,164.94,164.335,164.94,7485.0
2026-07-10T09:53:00-04:00,164.9,164.975,164.7525,164.7525,4451.0
2026-07-10T09:54:00-04:00,164.97,165.1003,164.85,164.875,4253.0
2026-07-10T09:55:00-04:00,164.83,164.925,164.76,164.925,2408.180529
2026-07-10T09:56:00-04:00,165.03,165.26,165.01,165.165,3250.0
2026-07-10T09:57:00-04:00,165.24,165.3,165.14,165.14,4515.0
2026-07-10T09:58:00-04:00,165.07,165.335,165.07,165.19,1965.0
2026-07-10T09:59:00-04:00,165.175,165.31,164.76,164.825,18320.0
2026-07-10T10:00:00-04:00,164.8192,164.85,164.49,164.54,6007.0
2026-07-10T10:01:00-04:00,164.54,164.84,164.54,164.84,10689.0
2026-07-10T10:02:00-04:00,164.87,164.899,164.365,164.375,9646.0
2026-07-10T10:03:00-04:00,164.36,164.415,164.27,164.415,1769.0
2026-07-10T10:04:00-04:00,164.424,164.87,164.41,164.71,24338.0
2026-07-10T10:05:00-04:00,164.8,165.0,164.745,164.77,12519.0
2026-07-10T10:06:00-04:00,164.8599,165.16,164.775,165.095,9072.0
2026-07-10T10:07:00-04:00,165.13,165.3275,165.06,165.09,1415.0
2026-07-10T10:08:00-04:00,165.145,165.28,165.12,165.22,6245.0
2026-07-10T10:09:00-04:00,165.225,165.3,164.91,165.065,10110.0
2026-07-10T10:10:00-04:00,164.97,165.17,164.97,165.1,4982.0
2026-07-10T10:11:00-04:00,165.1,165.105,164.721,164.721,8395.0
2026-07-10T10:12:00-04:00,164.95,165.11,164.84,165.02,5760.0
2026-07-10T10:13:00-04:00,165.05,165.1,165.0,165.0627,8755.0
2026-07-10T10:14:00-04:00,165.06,165.06,164.78,164.78,10847.0
2026-07-10T10:15:00-04:00,164.665,164.89,164.56,164.855,6896.0
2026-07-10T10:16:00-04:00,164.85,165.125,164.85,165.125,1600.0
2026-07-10T10:17:00-04:00,165.1109,165.5795,165.11,165.313,5169.0
2026-07-10T10:18:00-04:00,165.47,165.47,165.2,165.25,6887.0
2026-07-10T10:19:00-04:00,165.16,165.2497,165.16,165.225,3178.2862
2026-07-10T10:20:00-04:00,165.23,165.23,165.01,165.17,3147.0
2026-07-10T10:21:00-04:00,165.14,165.22,164.815,164.815,6479.0
2026-07-10T10:22:00-04:00,164.82,164.9643,164.6703,164.6703,2170.0
2026-07-10T10:23:00-04:00,164.7,164.74,164.5427,164.74,2596.0
2026-07-10T10:24:00-04:00,164.7639,164.765,164.381,164.404,9116.0
2026-07-10T10:25:00-04:00,164.38,164.38,164.135,164.255,2130.0
2026-07-10T10:26:00-04:00,164.25,164.25,164.02,164.1,14511.0
2026-07-10T10:27:00-04:00,164.06,164.105,163.81,163.87,5596.0
2026-07-10T10:28:00-04:00,163.8509,164.0,163.85,163.975,8876.0
2026-07-10T10:29:00-04:00,163.95,164.12,163.81,163.855,8390.0
2026-07-10T10:30:00-04:00,163.84,163.86,163.7505,163.78,11690.0
2026-07-10T10:31:00-04:00,163.83,163.9,163.8,163.845,4246.0
2026-07-10T10:32:00-04:00,163.86,163.91,162.94,162.94,7117.0
2026-07-10T10:33:00-04:00,162.755,163.3,162.56,162.905,18445.0
2026-07-10T10:34:00-04:00,162.94,163.09,162.89,163.05,7369.0
